30	135861
31	128942
32	121303
33	119459
34	110873
35	101569
36	97578
37	89354
38	81200
39	77026
40	69760
41	62621
42	59570
43	53571
44	47698
45	45128
46	39865
47	35762
48	33528
49	29710
50	26155
51	24881
52	21779
53	19138
54	17737
55	15865
56	14190
57	13248
58	11532
59	10480
60	9569
61	8272
62	7359
63	6772
64	6090
65	5414
66	5258
67	4561
68	3948
69	3678
70	3395
71	3066
72	2743
73	2444
74	2122
75	1956
76	1671
77	1487
78	1512
79	1290
80	1109
81	991
82	977
83	816
84	812
85	756
86	587
87	592
88	502
89	405
90	415
91	401
92	305
93	320
94	287
95	238
96	234
97	226
98	168
99	156
100	144
101	150
102	126
103	120
104	99
105	110
106	82
107	71
108	67
109	62
110	53
111	42
112	46
113	44
114	33
115	43
116	27
117	26
118	27
119	26
120	34
121	17
122	12
123	15
124	22
125	10
126	12
127	11
128	18
129	11
130	11
131	6
132	8
133	9
134	5
135	6
136	6
137	3
138	3
139	5
140	3
141	8
142	2
143	3
144	3
145	4
146	2
147	1
148	1
149	3
150	2
151	1
152	2
153	2
154	1
155	1
158	1
159	2
161	1
163	1
164	1
165	2
166	2
170	1
